transaction_id,transaction_amount,time_of_day,distance_from_home_km,num_transactions_24h,merchant_risk_score,is_fraud
2540,11.37,6,37.84,2,0.714,0
2541,127.59,15,34.17,0,0.371,0
2542,6.64,19,5.87,0,0.268,0
2543,27.6,19,7.87,2,0.114,0
2544,16.92,21,10.04,2,0.0,0
2545,158.42,19,33.05,1,0.0,0
2546,46.09,16,37.17,2,0.259,0
2547,83.49,4,5.06,1,0.463,0
2548,95.8,8,6.08,3,0.546,0
2549,135.3,23,3.48,0,0.099,0
2550,117.68,6,16.94,2,0.51,0
2551,54.54,19,3.01,2,0.22,0
2552,39.09,19,10.92,1,0.099,0
2553,33.88,16,36.54,4,0.0,0
2554,98.55,4,13.68,0,0.0,0
2555,15.76,20,4.42,2,0.23,0
2556,117.12,18,52.24,3,0.514,0
2557,21.13,0,29.68,1,0.435,0
2558,98.53,21,9.08,1,0.22,0
2559,149.3,20,51.47,2,0.528,0
2560,294.83,8,27.79,4,0.431,0
2561,20.31,11,19.6,6,0.0,0
2562,67.07,22,12.75,2,0.642,0
2563,11.09,0,36.78,3,0.182,0
2564,30.38,5,25.92,1,0.288,0
2565,6.82,22,4.78,3,0.083,0
2566,46.61,1,13.37,0,0.069,0
2567,61.72,18,7.46,0,0.083,0
2568,53.95,21,15.72,1,0.237,0
2569,57.42,12,6.5,2,0.0,0
2570,104.85,19,36.81,0,0.288,0
2571,249.23,20,32.54,2,0.452,0
2572,71.67,20,30.79,2,0.086,0
2573,240.99,16,9.53,1,0.0,0
2574,125.29,22,6.15,4,0.0,0
2575,31.42,23,2.44,1,0.384,0
2576,8.37,23,13.38,1,0.395,0
2577,9.86,1,5.79,1,0.069,0
2578,12.72,14,9.85,0,0.346,0
2579,17.06,22,10.28,0,0.444,0
2580,101.96,18,27.21,2,0.173,0
2581,72.62,7,5.24,5,0.134,0
2582,44.68,16,44.86,1,0.0,0
2583,78.14,5,18.82,2,0.232,0
2584,144.4,12,18.22,1,0.237,0
2585,96.36,7,11.46,4,0.101,0
2586,33.24,19,5.23,5,0.385,0
2587,33.48,15,0.92,2,0.0,0
2588,109.37,0,12.79,0,0.424,0
2589,81.21,15,1.55,3,0.028,0
2590,23.73,8,6.15,7,0.301,0
2591,16.17,12,5.04,2,0.0,0
2592,206.48,7,0.59,2,0.103,0
2593,33.97,2,2.28,0,0.173,0
2594,125.32,2,0.49,1,0.309,0
2595,64.71,16,2.16,3,0.373,0
2596,65.15,10,1.25,0,0.008,0
2597,147.83,11,23.42,3,0.168,0
2598,34.57,17,5.57,4,0.376,0
2599,10.78,0,0.02,3,0.021,0
2600,9.06,10,5.03,1,0.566,0
2601,7.21,8,5.37,1,0.339,0
2602,76.74,21,6.88,1,0.147,0
2603,66.83,22,0.54,5,0.387,0
2604,216.72,2,29.33,2,0.208,0
2605,105.72,23,10.14,1,0.416,0
2606,109.87,11,10.92,2,0.097,0
2607,76.65,14,23.76,1,0.22,0
2608,41.29,6,9.31,3,0.132,0
2609,121.97,10,8.25,2,0.329,0
2610,38.22,10,5.93,1,0.122,0
2611,70.95,12,10.06,0,0.387,0
2612,11.54,21,17.62,2,0.397,0
2613,176.52,12,10.44,2,0.296,0
2614,161.64,2,5.57,0,0.279,0
2615,33.56,9,3.31,2,0.171,0
2616,25.7,22,10.89,2,0.36,0
2617,237.75,17,0.34,1,0.195,0
2618,106.72,19,3.27,3,0.152,0
2619,188.12,17,5.37,4,0.178,0
2620,94.0,17,15.63,2,0.563,0
2621,44.46,13,8.33,3,0.039,0
2622,104.95,18,11.27,2,0.048,0
2623,34.83,13,10.88,3,0.338,0
2624,23.68,18,10.21,4,0.143,0
2625,31.87,4,42.88,3,0.303,0
2626,37.95,10,6.73,0,0.424,0
2627,8.63,7,12.85,1,0.503,0
2628,88.36,5,7.98,2,0.094,0
2629,60.1,12,2.41,4,0.163,0
2630,227.45,12,41.46,1,0.036,0
2631,25.46,5,57.99,2,0.158,0
2632,6.18,17,2.58,1,0.539,0
2633,38.51,13,12.66,1,0.239,0
2634,77.44,23,5.48,1,0.41,0
2635,122.66,18,6.07,1,0.252,0
2636,55.31,0,36.29,1,0.275,0
2637,79.42,3,34.51,1,0.168,0
2638,43.8,8,32.7,1,0.253,0
2639,15.69,18,9.34,0,0.13,0
2640,52.1,17,6.22,2,0.35,0
2641,68.96,14,3.3,1,0.0,0
2642,24.43,16,27.36,0,0.034,0
2643,11.94,20,14.64,2,0.43,0
2644,208.01,14,7.91,4,0.037,0
2645,22.28,20,16.21,3,0.325,0
2646,46.82,12,25.31,2,0.242,0
2647,34.13,16,0.55,3,0.17,0
2648,168.38,11,22.89,2,0.42,0
2649,54.34,14,3.17,2,0.33,0
2650,119.59,7,82.02,3,0.331,0
2651,17.95,0,3.01,3,0.291,0
2652,39.73,23,44.13,2,0.181,0
2653,15.3,17,0.94,2,0.357,0
2654,11.97,9,47.01,0,0.275,0
2655,9.85,1,1.16,2,0.386,0
2656,110.94,19,45.88,1,0.027,0
2657,138.82,17,0.69,5,0.1,0
2658,23.5,15,24.41,2,0.283,0
2659,30.2,7,25.98,2,0.128,0
2660,47.94,14,22.41,6,0.207,0
2661,18.48,5,24.06,1,0.263,0
2662,11.13,16,15.19,2,0.331,0
2663,78.22,15,2.52,2,0.075,0
2664,40.53,12,45.25,1,0.185,0
2665,46.7,14,7.42,0,0.25,0
2666,46.65,0,0.74,0,0.492,0
2667,25.38,18,10.9,0,0.3,0
2668,27.41,2,6.82,4,0.239,0
2669,87.75,9,36.93,2,0.275,0
2670,139.36,5,73.02,4,0.19,0
2671,12.35,10,0.96,0,0.608,0
2672,210.74,9,16.01,3,0.341,0
2673,24.43,0,20.89,1,0.0,0
2674,6.01,15,59.15,1,0.0,0
2675,141.12,6,13.62,0,0.0,0
2676,12.89,3,25.08,1,0.094,0
2677,55.68,1,0.62,2,0.242,0
2678,13.62,4,0.89,5,0.189,0
2679,61.87,23,11.03,3,0.014,0
2680,131.68,3,9.21,1,0.041,0
2681,93.59,12,1.95,2,0.152,0
2682,38.68,23,4.84,3,0.249,0
2683,5.64,10,38.22,4,0.151,0
2684,64.22,0,35.74,1,0.232,0
2685,48.22,10,8.45,1,0.246,0
2686,14.5,13,32.11,2,0.659,0
2687,91.71,5,0.55,0,0.068,0
2688,36.43,13,15.07,3,0.077,0
2689,23.97,14,2.47,2,0.385,0
2690,210.95,14,18.09,1,0.438,0
2691,18.91,13,17.51,1,0.088,0
2692,14.99,19,19.51,0,0.409,0
2693,63.16,8,31.12,0,0.245,0
2694,81.71,14,23.6,0,0.098,0
2695,51.31,7,5.16,2,0.209,0
2696,44.66,14,7.26,1,0.545,0
2697,21.56,12,43.87,1,0.372,0
2698,10.42,16,14.73,2,0.0,0
2699,5.45,3,3.03,4,0.576,0
2700,60.39,23,7.55,1,0.093,0
2701,117.24,0,2.0,2,0.394,0
2702,36.29,23,17.27,4,0.458,0
2703,23.39,10,56.36,1,0.593,0
2704,37.2,15,18.01,0,0.585,0
2705,20.31,6,11.61,4,0.0,0
2706,16.72,20,6.31,1,0.521,0
2707,8.56,5,49.27,3,0.0,0
2708,41.57,10,5.8,1,0.116,0
2709,12.85,19,6.22,2,0.084,0
2710,38.43,12,4.13,1,0.435,0
2711,59.62,18,18.14,1,0.508,0
2712,105.19,22,30.69,1,0.452,0
2713,115.87,22,4.28,1,0.21,0
2714,24.87,3,7.44,0,0.258,0
2715,52.85,2,1.65,2,0.837,0
2716,94.67,13,25.33,3,0.148,0
2717,27.47,16,14.04,4,0.065,0
2718,47.42,22,11.45,3,0.0,0
2719,71.86,6,8.88,1,0.066,0
2720,7.8,12,1.48,3,0.217,0
2721,25.91,13,2.23,3,0.238,0
2722,8.88,14,10.97,2,0.218,0
2723,74.6,3,11.18,3,0.009,0
2724,13.0,6,25.35,2,0.317,0
2725,150.57,22,47.93,3,0.0,0
2726,37.7,16,10.54,2,0.434,0
2727,93.46,17,7.71,3,0.0,0
2728,10.61,9,2.12,2,0.195,0
2729,27.16,13,0.1,3,0.157,0
2730,31.26,15,22.0,2,0.253,0
2731,51.32,7,8.01,5,0.197,0
2732,167.33,14,3.09,1,0.096,0
2733,54.26,10,9.48,3,0.202,0
2734,6.01,14,17.77,1,0.0,0
2735,59.16,18,10.34,2,0.0,0
2736,54.19,8,5.51,5,0.562,0
2737,11.62,22,7.54,2,0.28,0
2738,54.32,0,11.95,1,0.0,0
2739,29.95,0,30.67,6,0.233,0
2740,128.24,3,39.46,2,0.547,0
2741,47.48,0,13.96,2,0.047,0
2742,42.07,20,3.11,3,0.598,0
2743,96.53,22,5.92,2,0.174,0
2744,262.64,18,4.06,2,0.072,0
2745,49.6,10,4.29,1,0.129,0
2746,46.49,0,23.88,4,0.025,0
2747,99.74,17,29.96,1,0.09,0
2748,33.55,10,6.98,1,0.553,0
2749,82.43,9,1.52,4,0.413,0
2750,32.24,7,44.79,1,0.475,0
2751,72.97,3,18.85,2,0.616,0
2752,108.5,13,20.78,6,0.295,0
2753,11.52,6,11.62,2,0.64,0
2754,15.93,10,17.01,2,0.33,0
2755,14.22,7,10.31,2,0.031,0
2756,12.92,10,7.51,2,0.157,0
2757,61.43,4,2.69,2,0.0,0
2758,121.91,17,17.42,1,0.076,0
2759,16.98,6,14.3,0,0.318,0
2760,24.36,4,6.99,1,0.447,0
2761,23.42,0,9.98,2,0.393,0
2762,56.13,22,15.49,0,0.353,0
2763,12.86,23,17.81,1,0.423,0
2764,32.61,17,10.48,1,0.267,0
2765,28.44,5,20.49,0,0.198,0
2766,24.58,18,46.87,2,0.497,0
2767,37.57,9,10.72,3,0.406,0
2768,135.15,8,9.41,4,0.106,0
2769,9.6,0,18.42,3,0.125,0
2770,43.0,19,31.99,0,0.266,0
2771,113.63,23,2.16,2,0.239,0
2772,266.29,19,67.62,4,0.247,0
2773,72.4,20,18.81,7,0.152,0
2774,11.48,0,4.75,4,0.592,0
2775,193.7,4,10.89,4,0.205,0
2776,70.66,3,5.59,3,0.0,0
2777,10.19,6,17.65,0,0.155,0
2778,51.65,17,17.06,0,0.08,0
2779,72.9,18,9.53,7,0.248,0
2780,211.45,16,6.45,5,0.575,0
2781,24.36,23,10.03,0,0.526,0
2782,70.91,15,34.06,2,0.013,0
2783,98.73,1,4.54,2,0.54,0
2784,6.28,21,17.52,4,0.157,0
2785,51.33,10,14.77,3,0.617,0
2786,45.87,16,13.66,3,0.0,0
2787,12.46,1,11.14,0,0.139,0
2788,94.97,19,11.16,2,0.59,0
2789,19.47,7,12.71,2,0.027,0
2790,125.44,19,3.25,2,0.09,0
2791,171.69,20,13.66,2,0.266,0
2792,80.86,16,0.75,0,0.201,0
2793,61.49,8,23.73,2,0.0,0
2794,27.28,18,27.44,3,0.155,0
2795,27.08,21,4.13,4,0.0,0
2796,34.75,3,47.76,1,0.301,0
2797,95.35,16,0.31,3,0.248,0
2798,51.46,14,9.82,2,0.158,0
2799,46.06,8,10.15,1,0.523,0
2800,92.18,7,3.91,1,0.416,0
2801,17.97,16,47.52,2,0.55,0
2802,136.21,23,14.1,2,0.195,0
2803,60.24,3,1.53,1,0.72,0
2804,107.8,14,21.53,6,0.367,0
2805,195.13,17,1.66,1,0.154,0
2806,49.37,6,14.73,3,0.547,0
2807,86.41,2,1.27,2,0.315,0
2808,13.43,12,9.68,0,0.525,0
2809,42.43,21,8.37,1,0.565,0
2810,189.08,5,20.91,1,0.329,0
2811,26.01,9,0.37,1,0.173,0
2812,27.9,6,23.65,2,0.49,0
2813,12.43,4,0.07,2,0.527,0
2814,15.9,8,0.87,0,0.18,0
2815,32.64,13,78.77,4,0.0,0
2816,33.34,20,11.46,3,0.43,0
2817,183.33,19,24.8,0,0.516,0
2818,194.43,2,14.32,5,0.553,0
2819,108.56,13,45.49,0,0.0,0
2820,72.39,10,0.16,0,0.116,0
2821,51.95,9,6.24,1,0.302,0
2822,16.78,21,3.47,1,0.108,0
2823,15.94,20,12.09,1,0.306,0
2824,158.96,20,33.43,2,0.0,0
2825,54.69,0,25.01,0,0.263,0
2826,68.01,0,7.14,1,0.147,0
2827,48.73,19,45.92,4,0.464,0
2828,61.26,12,2.02,5,0.368,0
2829,41.75,13,11.39,0,0.322,0
2830,43.93,1,27.08,2,0.446,0
2831,80.3,5,1.76,1,0.558,0
2832,74.93,21,5.1,1,0.21,0
2833,95.61,0,4.64,3,0.61,0
2834,115.07,3,18.26,1,0.376,0
2835,7.47,10,5.26,2,0.212,0
2836,410.9,11,85.26,5,0.057,1
2837,170.59,17,34.11,4,0.538,0
2838,87.22,11,8.64,0,0.16,0
2839,46.88,10,19.1,4,0.0,0
2840,28.33,9,6.52,3,0.0,0
2841,114.7,13,4.16,1,0.0,0
2842,131.59,1,12.79,3,0.314,0
2843,219.64,14,36.58,1,0.412,0
2844,64.22,13,4.89,5,0.216,0
2845,9.08,0,7.05,2,0.0,0
2846,136.44,21,20.01,4,0.123,0
2847,46.71,8,2.92,0,0.523,0
2848,38.39,4,25.53,3,0.624,0
2849,124.0,6,1.25,3,0.528,0
2850,114.01,18,5.76,1,0.171,0
2851,72.05,2,54.82,0,0.0,0
2852,17.31,20,28.4,1,0.399,0
2853,6.04,18,28.97,1,0.216,0
2854,83.27,8,12.99,2,0.63,0
2855,135.61,23,14.56,4,0.451,0
2856,9.96,6,25.83,0,0.0,0
2857,106.83,18,0.64,4,0.322,0
2858,78.41,8,23.65,0,0.254,0
2859,53.76,20,41.5,3,0.421,0
2860,122.68,23,13.1,6,0.211,0
2861,141.56,17,5.15,1,0.167,0
2862,71.56,11,0.46,2,0.234,0
2863,162.16,13,34.97,3,0.168,0
2864,105.2,15,22.72,1,0.194,0
2865,114.77,19,54.08,1,0.356,0
2866,303.48,14,4.4,4,0.017,0
2867,78.68,13,18.89,4,0.0,0
2868,200.3,0,12.02,2,0.138,0
2869,109.31,10,34.67,1,0.169,0
2870,105.57,13,6.13,3,0.0,0
2871,18.42,11,17.14,1,0.506,0
2872,129.92,13,18.01,3,0.225,0
2873,18.0,6,57.77,1,0.171,0
2874,46.65,1,6.9,1,0.268,0
2875,20.61,3,10.42,1,0.086,0
2876,18.02,2,17.27,1,0.272,0
2877,21.09,8,3.43,2,0.0,0
2878,113.78,1,20.76,2,0.369,0
2879,32.53,1,7.6,3,0.0,0
2880,44.55,1,16.44,3,0.582,0
2881,6.74,12,23.61,2,0.197,0
2882,6.95,19,5.27,3,0.0,0
2883,45.48,19,4.02,1,0.198,0
2884,53.38,17,14.59,2,0.366,0
2885,109.26,5,7.79,0,0.428,0
2886,247.13,21,4.77,0,0.08,0
2887,50.89,21,37.13,6,0.459,0
2888,38.52,13,8.51,5,0.275,0
2889,43.08,21,11.33,4,0.414,0
2890,78.24,19,4.61,1,0.085,0
2891,10.25,9,6.62,1,0.0,0
2892,77.61,17,1.66,1,0.372,0
2893,48.03,15,0.79,0,0.205,0
2894,25.99,3,26.16,2,0.311,0
2895,8.76,6,0.44,7,0.086,0
2896,121.13,9,3.91,1,0.108,0
2897,107.59,17,2.93,2,0.405,0
2898,116.8,9,27.11,5,0.18,0
2899,89.86,21,14.96,0,0.352,0
2900,44.64,22,2.35,2,0.0,0
2901,241.8,14,14.26,3,0.049,0
2902,15.58,7,6.62,0,0.0,0
2903,61.32,8,30.01,3,0.0,0
2904,62.43,8,66.82,6,0.036,0
2905,9.93,8,3.25,1,0.209,0
2906,80.25,6,32.97,3,0.325,0
2907,84.28,19,14.06,1,0.356,0
2908,149.76,14,20.35,3,0.0,0
2909,62.41,6,1.97,2,0.048,0
2910,96.38,7,16.78,2,0.011,0
2911,73.28,15,38.18,1,0.431,0
2912,90.38,18,1.84,3,0.393,0
2913,8.41,11,13.47,0,0.27,0
2914,57.51,18,1.26,2,0.445,0
2915,11.49,15,19.33,2,0.715,0
2916,23.5,3,14.43,1,0.531,0
2917,224.0,13,3.29,2,0.08,0
2918,329.39,23,5.61,2,0.19,0
2919,205.62,2,0.61,2,0.468,0
2920,109.69,7,45.39,3,0.325,0
2921,26.89,18,38.27,6,0.18,0
2922,262.55,3,6.54,1,0.51,0
2923,33.2,3,3.94,2,0.502,0
2924,5.78,18,9.58,1,0.139,0
2925,141.82,2,3.3,4,0.272,0
2926,12.11,11,5.67,4,0.326,0
2927,9.61,0,19.27,2,0.099,0
2928,50.31,9,3.7,2,0.618,0
2929,48.48,4,27.13,3,0.317,0
2930,25.46,9,7.26,1,0.304,0
2931,18.49,2,14.56,2,0.0,0
2932,132.55,19,17.83,1,0.183,0
2933,12.72,7,14.91,1,0.0,0
2934,18.64,17,48.15,4,0.286,0
2935,291.64,19,2.23,1,0.573,0
2936,10.29,10,1.26,2,0.46,0
2937,309.54,4,9.65,2,0.129,0
2938,89.5,16,28.91,0,0.6264441072516942,0
2939,20.2,11,15.38,2,0.26,0
2940,116.0,20,1.05,4,0.098,0
2941,43.58,3,36.39,1,0.35,0
2942,90.18,16,18.01,3,0.424,0
2943,85.31,3,2.17,1,0.258,0
2944,153.57,7,11.47,2,0.49,0
2945,167.99,7,33.05,1,0.327,0
2946,49.01,2,2.95,1,0.364,0
2947,83.01,20,8.95,1,0.242,0
2948,40.13,3,17.68,1,0.417,0
2949,87.57,10,43.79,2,0.25,0
2950,10.01,12,12.22,1,0.093,0
2951,5.26,7,3.89,3,0.0,0
2952,44.39,2,24.02,2,0.134,0
2953,74.36,1,0.77,4,0.276,0
2954,131.12,15,0.97,1,0.096,0
2955,28.63,23,12.04,0,0.317,0
2956,191.82,14,2.65,2,0.295,0
2957,9.7,13,15.76,0,0.484,0
2958,173.51,6,0.16,1,0.029,0
2959,73.11,23,17.96,1,0.44,0
2960,10.37,1,47.46,2,0.529,0
2961,5.67,5,14.98,1,0.152,0
2962,22.97,13,31.57,1,0.0,0
2963,115.1,21,14.66,4,0.178,0
2964,24.4,5,93.58,4,0.259,0
2965,48.79,6,18.73,6,0.371,0
2966,123.73,6,14.98,1,0.413,0
2967,60.01,15,14.21,0,0.0,0
2968,7.22,15,7.93,3,0.123,0
2969,56.65,8,2.14,3,0.0,0
2970,46.02,9,2.97,4,0.2,0
2971,27.91,15,6.47,6,0.408,0
2972,45.53,5,40.91,1,0.151,0
2973,23.36,19,8.18,3,0.305,0
2974,104.25,5,3.12,0,0.033,0
2975,141.98,2,33.79,2,0.232,0
2976,6.35,11,13.88,1,0.337,0
2977,22.69,2,4.86,4,0.213,0
2978,22.81,15,9.85,5,0.693,0
2979,79.89,21,110.15,2,0.371,0
2980,75.92,3,5.52,3,0.089,0
2981,8.76,15,18.49,3,0.192,0
2982,131.33,8,25.81,2,0.405,0
2983,92.8,6,26.66,4,0.283,0
2984,48.65,0,8.88,1,0.046,0
2985,90.99,18,0.22,3,0.394,0
2986,5.81,22,2.83,2,0.285,0
2987,199.14,17,27.92,3,0.261,0
2988,50.06,1,5.57,3,0.245,0
2989,11.49,18,8.12,1,0.186,0
2990,308.39,16,15.31,2,0.467,0
2991,49.32,21,0.88,4,0.391,0
2992,9.5,8,5.06,0,0.007,0
2993,108.28,6,12.98,4,0.0,0
2994,88.15,14,10.57,2,0.143,0
2995,33.24,20,16.49,0,0.07,0
2996,84.12,14,4.47,9,0.32,0
2997,313.0,19,27.55,4,0.399,0
2998,73.41,3,32.79,1,0.341,0
2999,38.87,6,1.95,2,0.166,0
3000,43.4,23,13.53,0,0.124,0
3001,14.89,12,8.03,0,0.038,0
3002,31.75,1,27.4,1,0.251,0
3003,81.61,15,15.85,2,0.231,0
3004,60.38,7,10.17,2,0.404,0
3005,62.18,15,22.02,2,0.0,0
3006,111.21,20,6.78,0,0.031,0
3007,30.21,23,1.71,1,0.16,0
3008,11.7,22,6.28,1,0.345,0
3009,10.96,16,4.45,1,0.0,0
3010,86.11,5,8.52,3,0.452,0
3011,31.55,10,9.31,2,0.442,0
3012,43.05,0,12.88,2,0.453,0
3013,63.53,14,5.42,2,0.51,0
3014,9.76,21,10.78,3,0.6,0
3015,61.5,8,6.15,6,0.165,0
3016,53.27,8,14.88,2,0.121,0
3017,317.1,8,3.09,1,0.217,0
3018,32.17,23,1.25,3,0.522,0
3019,45.29,20,0.21,0,0.119,0
3020,8.76,3,9.24,3,0.524,0
3021,201.74,23,27.77,0,0.155,0
3022,240.57,13,50.85,3,0.161,0
3023,29.38,1,2.25,2,0.006,0
3024,31.62,22,24.07,2,0.275,0
3025,73.31,19,75.35,1,0.248,0
3026,217.94,2,1.71,1,0.116,0
3027,31.04,15,5.87,5,0.407,0
3028,172.77,15,2.47,1,0.102,0
3029,506.74,12,9.2,6,0.66,1
3030,20.78,17,3.68,2,0.321,0
3031,22.72,1,14.48,2,0.143,0
3032,51.25,4,20.04,3,0.0,0
3033,57.0,13,5.07,1,0.357,0
3034,38.36,3,23.92,2,0.399,0
3035,67.74,11,17.16,2,0.299,0
3036,21.51,6,16.76,5,0.374,0
3037,50.0,6,14.53,1,0.207,0
3038,69.28,12,13.15,2,0.329,0
3039,79.73,1,3.47,1,0.226,0
3040,108.54,7,3.1,5,0.244,0
3041,95.11,6,5.57,4,0.205,0
3042,104.43,16,58.79,3,0.0,0
3043,19.34,23,2.15,2,0.481,0
3044,40.44,6,3.35,2,0.28,0
3045,17.6,12,0.3,2,0.281,0
3046,14.18,18,43.29,0,0.35,0
3047,7.22,19,20.16,2,0.368,0
3048,32.21,5,0.61,0,0.109,0
3049,174.61,1,3.0,2,0.208,0
3050,65.33,14,6.25,2,0.557,0
3051,29.56,4,40.63,4,0.182,0
3052,11.74,19,16.07,5,0.025,0
3053,88.36,6,8.83,0,0.11,0
3054,104.69,11,33.22,1,0.08,0
3055,21.61,0,33.94,2,0.242,0
3056,31.6,2,17.74,3,0.424,0
3057,63.41,21,7.27,0,0.101,0
3058,97.04,14,3.56,3,0.153,0
3059,60.65,19,0.03,0,0.485,0
3060,70.33,13,16.92,2,0.356,0
3061,105.54,9,1.06,2,0.364,0
3062,12.22,4,0.22,1,0.476,0
3063,12.64,1,18.05,1,0.302,0
3064,34.74,16,1.78,0,0.506,0
3065,42.54,15,48.78,1,0.355,0
3066,58.17,7,18.82,3,0.0,0
3067,190.38,3,2.79,1,0.045,0
3068,150.76,22,8.93,2,0.215,0
3069,75.39,1,0.83,1,0.0,0
3070,20.17,14,16.44,2,0.549,0
3071,97.29,15,21.21,1,0.127,0
3072,136.89,14,2.67,3,0.815,0
3073,70.2,18,7.45,3,0.003,0
3074,99.43,7,18.09,5,0.359,0
3075,55.96,17,29.14,3,0.079,0
3076,164.77,2,9.33,2,0.495,0
3077,5.41,3,0.25,3,0.491,0
3078,25.13,0,22.55,4,0.111,0
3079,11.86,13,30.41,1,0.325,0
3080,29.55,13,19.64,1,0.577,0
3081,74.94,17,31.57,2,0.285,0
3082,25.35,17,10.58,3,0.355,0
3083,164.75,19,15.94,3,0.135,0
3084,60.44,17,12.49,2,0.379,0
3085,275.36,14,16.54,0,0.271,0
3086,96.53,3,4.06,2,0.446,0
3087,42.33,21,0.8,1,0.0,0
3088,157.38,8,7.19,2,0.632,0
3089,24.85,23,14.55,3,0.387,0
3090,71.01,16,23.95,1,0.118,0
3091,10.59,21,12.53,2,0.443,0
3092,52.66,20,13.95,3,0.256,0
3093,31.51,6,1.61,2,0.189,0
3094,21.13,18,25.7,3,0.101,0
3095,282.54,2,26.79,2,0.57,0
3096,11.97,1,1.34,2,0.215,0
3097,66.84,16,25.44,2,0.054,0
3098,28.72,20,13.83,2,0.372,0
3099,92.38,21,15.37,2,0.279,0
3100,56.21,18,20.75,1,0.577,0
3101,84.13,23,3.24,2,0.261,0
3102,47.86,8,27.7,3,0.064,0
3103,399.81,4,18.1,5,0.24,1
3104,5.89,22,18.61,2,0.595,0
3105,10.24,2,21.32,0,0.428,0
3106,46.88,9,4.71,1,0.31,0
3107,15.01,1,2.19,2,0.357,0
3108,23.39,21,27.18,1,0.369,0
3109,30.25,12,6.97,4,0.066,0
3110,147.92,11,33.72,1,0.28,0
3111,31.79,12,9.71,4,0.433,0
3112,15.36,22,5.14,1,0.464,0
3113,8.03,3,8.96,3,0.326,0
3114,170.01,4,11.91,1,0.224,0
3115,67.55,13,3.29,1,0.437,0
3116,6.3,12,17.86,2,0.0,0
3117,34.26,21,1.5,4,0.382,0
3118,153.93,17,3.63,3,0.121,0
3119,45.1,6,0.63,2,0.353,0
3120,93.15,10,1.69,3,0.188,0
3121,34.13,7,2.26,1,0.483,0
3122,20.33,12,1.66,0,0.379,0
3123,205.9,21,1.53,3,0.185,0
3124,14.1,4,0.91,3,0.4,0
3125,14.72,0,7.0,1,0.122,0
3126,107.2,16,30.45,2,0.503,0
3127,55.1,1,34.09,2,0.119,0
3128,29.97,8,10.65,1,0.48,0
3129,20.48,4,14.55,0,0.148,0
3130,22.86,11,3.6,2,0.229,0
3131,77.08,3,12.14,4,0.566,0
3132,79.45,22,50.65,0,0.345,0
3133,176.16,21,3.16,0,0.373,0
3134,116.94,2,10.97,0,0.297,0
3135,417.42,21,29.91,1,0.313,0
3136,93.95,3,8.53,5,0.0,0
3137,124.2,17,10.7,1,0.234,0
3138,26.03,5,22.95,4,0.266,0
3139,8.08,21,5.86,2,0.15,0
3140,36.82,23,0.29,4,0.262,0
3141,30.32,21,0.53,1,0.132,0
3142,103.33,0,14.16,4,0.513,0
3143,51.64,13,53.96,1,0.006,0
3144,14.52,20,19.47,4,0.191,0
3145,197.81,22,33.71,2,0.446,0
3146,78.39,10,12.05,0,0.078,0
3147,25.35,8,12.22,1,0.357,0
3148,73.6,13,0.73,1,0.419,0
3149,83.2,8,107.4,5,0.18,0
3150,68.83,10,15.1,1,0.441,0
3151,41.17,11,6.53,0,0.0,0
3152,80.45,22,23.77,0,0.349,0
3153,100.25,17,32.45,2,0.199,0
3154,313.36,6,24.96,2,0.0,0
3155,59.39,9,20.06,3,0.655,0
3156,107.9,15,40.67,3,0.0,0
3157,42.05,15,8.99,4,0.332,0
3158,127.6,20,8.21,1,0.271,0
3159,37.15,18,11.77,2,0.0,0
3160,8.54,18,27.35,2,0.168,0
3161,107.63,8,19.78,3,0.229,0
3162,11.27,14,26.12,2,0.084,0
3163,111.02,13,2.32,1,0.269,0
3164,8.71,17,1.58,5,0.0,0
3165,62.51,20,37.05,4,0.194,0
3166,23.17,4,0.89,2,0.376,0
3167,7.31,21,6.62,4,0.116,0
3168,24.12,19,0.48,1,0.439,0
3169,8.93,16,8.46,1,0.33,0
3170,7.57,2,2.44,1,0.288,0
3171,103.41,12,9.79,3,0.0,0
3172,66.47,6,22.66,3,0.082,0
3173,67.81,4,22.81,3,0.394,0
3174,30.61,16,14.5,3,0.012,0
3175,193.98,3,2.36,0,0.313,0
3176,174.96,7,46.19,0,0.379,0
3177,8.26,16,11.11,3,0.068,0
3178,70.14,5,30.44,3,0.213,0
3179,77.55,7,40.1,4,0.327,0
3180,74.89,3,3.62,1,0.093,0
3181,96.94,2,24.96,2,0.059,0
3182,59.45,12,0.3,2,0.052,0
3183,88.69,1,15.67,0,0.103,0
3184,26.16,19,4.09,1,0.61,0
3185,7.35,4,7.09,2,0.115,0
3186,46.18,0,6.93,1,0.191,0
3187,107.23,7,0.46,1,0.162,0
3188,84.02,16,3.66,4,0.098,0
3189,38.46,20,18.09,2,0.117,0
3190,16.02,17,24.15,0,0.166,0
3191,93.02,9,12.87,0,0.395,0
3192,88.36,5,26.99,2,0.266,0
3193,54.79,11,14.45,2,0.0,0
3194,62.21,7,1.47,2,0.125,0
3195,16.61,10,5.48,0,0.239,0
3196,54.52,5,2.97,0,0.041,0
3197,49.48,15,5.99,0,0.21,0
3198,25.81,1,0.97,2,0.519,0
3199,21.63,15,50.29,2,0.237,0
3200,88.96,4,37.49,5,0.107,0
3201,87.19,1,0.9,1,0.0,0
3202,203.45,12,4.21,3,0.138,0
